year,city_code,city_name,全建築物計_建築物の数_（棟）,全建築物計_床面積の合計_（㎡）,Ａ_居住専用住宅_建築物の数_（棟）,Ａ_居住専用住宅_床面積の合計_（㎡）,Ｂ_居住専用準住宅_建築物の数_（棟）,Ｂ_居住専用準住宅_床面積の合計_（㎡）,Ｃ_居住産業併用建築物_建築物の数_（棟）,Ｃ_居住産業併用建築物_床面積の合計_（㎡）,Ｄ_農林水産業用建築物_建築物の数_（棟）,Ｄ_農林水産業用建築物_床面積の合計_（㎡）,E_鉱業，採石業，砂利採取業，建設業用建築物_建築物の数_（棟）,E_鉱業，採石業，砂利採取業，建設業用建築物_床面積の合計_（㎡）,Ｆ_製造業用建築物_建築物の数_（棟）,Ｆ_製造業用建築物_床面積の合計_（㎡）,G_電気・ガス・熱供給_・水道業用建築物_建築物の数_（棟）,G_電気・ガス・熱供給_・水道業用建築物_床面積の合計_（㎡）,Ｈ_情報通信業用建築物_建築物の数_（棟）,Ｈ_情報通信業用建築物_床面積の合計_（㎡）,Ｉ_運輸業用建築物_建築物の数_（棟）,Ｉ_運輸業用建築物_床面積の合計_（㎡）,J_卸売業，小売業用建築物_建築物の数_（棟）,J_卸売業，小売業用建築物_床面積の合計_（㎡）,Ｋ_金融業，保険業用建築物_建築物の数_（棟）,Ｋ_金融業，保険業用建築物_床面積の合計_（㎡）,Ｌ_不動産業用建築物_建築物の数_（棟）,Ｌ_不動産業用建築物_床面積の合計_（㎡）,Ｍ_宿泊業，飲食サービス業用建築物_建築物の数_（棟）,Ｍ_宿泊業，飲食サービス業用建築物_床面積の合計_（㎡）,Ｎ_教育，学習支援業用建築物_建築物の数_（棟）,Ｎ_教育，学習支援業用建築物_床面積の合計_（㎡）,Ｏ_医療，福祉用建築物_建築物の数_（棟）,Ｏ_医療，福祉用建築物_床面積の合計_（㎡）,Ｐ_その他のサービス業用建築物_建築物の数_（棟）,Ｐ_その他のサービス業用建築物_床面積の合計_（㎡）,Ｑ_公務用建築物_建築物の数_（棟）,Ｑ_公務用建築物_床面積の合計_（㎡）,Ｒ_他に分類されない建築物_建築物の数_（棟）,Ｒ_他に分類されない建築物_床面積の合計_（㎡）,pop_population,pop_households,pop_change,pop_growth_rate,pop_natural_change,pop_social_change
2021,14212,厚木市,849.0,259087.0,714.0,93434.0,2.0,494.0,10.0,6715.0,16.0,1520.0,12.0,1974.0,14.0,15238.0,1.0,612.0,0.0,0.0,19.0,111307.0,5.0,1769.0,0.0,0.0,3.0,166.0,4.0,4227.0,3.0,5377.0,10.0,8459.0,34.0,7332.0,1.0,90.0,1.0,373.0,223710.0,105851.0,-668.0,-0.2977118968882867,-617.0,-51.0
2021,14213,大和市,1114.0,292312.0,1047.0,136695.0,2.0,1465.0,4.0,2613.0,2.0,140.0,1.0,29.0,3.0,7531.0,1.0,205.0,0.0,0.0,4.0,114477.0,4.0,3945.0,0.0,0.0,1.0,242.0,3.0,744.0,10.0,12622.0,8.0,7176.0,23.0,4042.0,0.0,0.0,1.0,386.0,240998.0,116296.0,1806.0,0.7550419746479815,-218.0,2024.0
2021,14214,伊勢原市,468.0,90869.0,424.0,54256.0,1.0,130.0,3.0,503.0,5.0,432.0,0.0,0.0,10.0,12235.0,0.0,0.0,0.0,0.0,4.0,16452.0,3.0,1005.0,0.0,0.0,2.0,97.0,0.0,0.0,1.0,218.0,4.0,1254.0,8.0,4248.0,2.0,22.0,1.0,17.0,100213.0,46316.0,-214.0,-0.21309010525058,-179.0,-35.0
2021,14215,海老名市,598.0,283047.0,546.0,75663.0,0.0,0.0,4.0,19297.0,4.0,238.0,1.0,103.0,3.0,1667.0,1.0,88.0,0.0,0.0,9.0,141698.0,6.0,10932.0,0.0,0.0,3.0,1242.0,0.0,0.0,5.0,9108.0,7.0,22395.0,9.0,616.0,0.0,0.0,0.0,0.0,136134.0,61478.0,1692.0,1.2585352791538358,-32.0,1724.0
2021,14216,座間市,584.0,76062.0,546.0,64906.0,0.0,0.0,0.0,0.0,1.0,36.0,3.0,158.0,15.0,3890.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1813.0,0.0,0.0,0.0,0.0,3.0,491.0,0.0,0.0,6.0,2046.0,3.0,331.0,3.0,2345.0,1.0,46.0,131845.0,62792.0,147.0,0.1116190071223557,-316.0,463.0
2021,14217,南足柄市,200.0,24062.0,186.0,19490.0,0.0,0.0,1.0,110.0,4.0,225.0,0.0,0.0,1.0,171.0,0.0,0.0,0.0,0.0,1.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2937.0,1.0,720.0,2.0,105.0,0.0,0.0,2.0,71.0,41650.0,17995.0,-545.0,-1.2916222301220524,-373.0,-172.0
2021,14218,綾瀬市,454.0,144099.0,418.0,46444.0,1.0,2062.0,1.0,96.0,1.0,26.0,1.0,66.0,3.0,987.0,0.0,0.0,0.0,0.0,6.0,90174.0,0.0,0.0,0.0,0.0,2.0,250.0,1.0,118.0,1.0,449.0,2.0,288.0,9.0,926.0,7.0,2177.0,1.0,36.0,84886.0,38292.0,-411.0,-0.4818457859010282,-278.0,-133.0
2021,14301,葉山町,178.0,22250.0,140.0,17882.0,2.0,474.0,2.0,257.0,1.0,17.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1399.0,0.0,0.0,0.0,0.0,18.0,2018.0,3.0,82.0,1.0,24.0,32916.0,14545.0,-78.0,-0.2364066193853428,-223.0,145.0
2021,14321,寒川町,323.0,38274.0,295.0,31150.0,0.0,0.0,0.0,0.0,2.0,97.0,2.0,128.0,8.0,3904.0,0.0,0.0,0.0,0.0,5.0,363.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1743.0,0.0,0.0,8.0,846.0,0.0,0.0,0.0,0.0,48933.0,21831.0,238.0,0.4887565458465961,-132.0,370.0
2021,14341,大磯町,186.0,20208.0,171.0,18624.0,0.0,0.0,2.0,265.0,2.0,131.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,296.0,0.0,0.0,0.0,0.0,5.0,302.0,0.0,0.0,2.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,32711.0,14478.0,-62.0,-0.1891801177798797,-227.0,165.0
2021,14342,二宮町,152.0,18873.0,148.0,17665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,373.0,1.0,16.0,0.0,0.0,28321.0,12783.0,-226.0,-0.7916768837355939,-230.0,4.0
2021,14361,中井町,29.0,3428.0,25.0,3005.0,0.0,0.0,0.0,0.0,1.0,148.0,1.0,164.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9262.0,3799.0,-132.0,-1.405152224824356,-78.0,-54.0
2021,14362,大井町,132.0,13707.0,103.0,11929.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,145.0,0.0,0.0,1.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,755.0,3.0,658.0,0.0,0.0,17317.0,7182.0,-9.0,-0.0519450536765554,-79.0,70.0
2021,14363,松田町,32.0,3803.0,29.0,3490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,77.0,0.0,0.0,0.0,0.0,10931.0,4911.0,-185.0,-1.664267722202231,-86.0,-99.0
2021,14364,山北町,46.0,8505.0,32.0,3728.0,0.0,0.0,0.0,0.0,1.0,93.0,4.0,1055.0,2.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2874.0,2.0,40.0,2.0,346.0,1.0,18.0,0.0,0.0,9960.0,4235.0,-144.0,-1.4251781472684086,-139.0,-5.0
2021,14366,開成町,145.0,23221.0,130.0,15489.0,1.0,395.0,1.0,279.0,1.0,146.0,0.0,0.0,4.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,388.0,3.0,2197.0,3.0,1906.0,0.0,0.0,0.0,0.0,18223.0,7342.0,218.0,1.210774784782005,-17.0,235.0
2021,14382,箱根町,46.0,20682.0,24.0,3971.0,0.0,0.0,2.0,459.0,0.0,0.0,3.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,1.0,81.0,8.0,14149.0,0.0,0.0,1.0,369.0,4.0,233.0,1.0,119.0,1.0,12.0,11195.0,6759.0,-273.0,-2.3805371468433902,-155.0,-118.0
2021,14383,真鶴町,26.0,3542.0,24.0,3262.0,0.0,0.0,1.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,7115.0,3449.0,-89.0,-1.235424764019989,-94.0,5.0
2021,14384,湯河原町,64.0,8087.0,52.0,6457.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,262.0,0.0,0.0,0.0,0.0,5.0,1314.0,1.0,24.0,0.0,0.0,24493.0,12852.0,-310.0,-1.2498488086118615,-334.0,24.0
2021,14401,愛川町,211.0,30014.0,191.0,22438.0,1.0,91.0,1.0,102.0,1.0,78.0,3.0,193.0,1.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3079.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,576.0,1.0,1131.0,7.0,1536.0,1.0,173.0,1.0,32.0,39977.0,18527.0,-271.0,-0.6733253826277082,-263.0,-8.0
2021,14402,清川村,3.0,387.0,3.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883.0,1254.0,-53.0,-1.805177111716621,-26.0,-27.0
2021,15101,北区,427.0,65135.0,362.0,38436.0,0.0,0.0,1.0,106.0,7.0,663.0,5.0,502.0,19.0,12982.0,3.0,1081.0,0.0,0.0,5.0,2789.0,4.0,1457.0,1.0,359.0,0.0,0.0,0.0,0.0,2.0,648.0,7.0,4900.0,10.0,1094.0,1.0,118.0,0.0,0.0,73238.0,29537.0,-686.0,-0.9279800876575944,-505.0,-181.0
2021,15102,東区,731.0,92453.0,665.0,67652.0,2.0,131.0,1.0,156.0,0.0,0.0,11.0,2016.0,10.0,10965.0,0.0,0.0,0.0,0.0,1.0,85.0,8.0,4795.0,0.0,0.0,1.0,103.0,6.0,693.0,10.0,178.0,7.0,3878.0,7.0,864.0,2.0,937.0,0.0,0.0,135805.0,61787.0,-676.0,-0.4953070390750361,-563.0,-113.0
2021,15103,中央区,923.0,193183.0,837.0,130930.0,1.0,854.0,10.0,9535.0,1.0,129.0,8.0,2292.0,1.0,23.0,2.0,270.0,0.0,0.0,2.0,256.0,13.0,12971.0,1.0,949.0,7.0,1136.0,4.0,707.0,3.0,395.0,14.0,27412.0,17.0,5242.0,2.0,82.0,0.0,0.0,174507.0,87716.0,-429.0,-0.2452325421868569,-608.0,179.0
2021,15104,江南区,611.0,77970.0,534.0,52296.0,5.0,1248.0,8.0,1231.0,12.0,3246.0,1.0,200.0,6.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8224.0,1.0,807.0,4.0,108.0,2.0,523.0,8.0,581.0,7.0,3327.0,13.0,2932.0,3.0,456.0,0.0,0.0,68537.0,27601.0,-69.0,-0.1005742937935457,-340.0,271.0
2021,15105,秋葉区,521.0,48377.0,492.0,45189.0,1.0,200.0,1.0,23.0,8.0,909.0,6.0,414.0,3.0,358.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,52.0,4.0,1047.0,2.0,106.0,1.0,48.0,0.0,0.0,76568.0,30506.0,-281.0,-0.3656521229944436,-410.0,129.0
2021,15106,南区,286.0,30601.0,241.0,21594.0,1.0,15.0,1.0,198.0,11.0,852.0,5.0,543.0,10.0,4487.0,0.0,0.0,0.0,0.0,2.0,151.0,1.0,51.0,0.0,0.0,0.0,0.0,1.0,35.0,2.0,159.0,3.0,1401.0,8.0,1115.0,0.0,0.0,0.0,0.0,44134.0,16344.0,-384.0,-0.8625724426074847,-305.0,-79.0
2021,15107,西区,972.0,115984.0,896.0,95557.0,1.0,142.0,3.0,331.0,5.0,457.0,4.0,1184.0,1.0,94.0,0.0,0.0,1.0,927.0,1.0,27.0,21.0,4476.0,1.0,19.0,0.0,0.0,4.0,411.0,3.0,375.0,19.0,8096.0,11.0,3875.0,1.0,13.0,0.0,0.0,156213.0,69416.0,-444.0,-0.2834217430437197,-677.0,233.0
2021,15108,西蒲区,311.0,43398.0,248.0,22723.0,0.0,0.0,0.0,0.0,22.0,3173.0,2.0,179.0,11.0,3377.0,0.0,0.0,0.0,0.0,2.0,57.0,5.0,6237.0,2.0,535.0,0.0,0.0,2.0,124.0,0.0,0.0,8.0,5870.0,8.0,1103.0,1.0,20.0,0.0,0.0,55772.0,20682.0,-722.0,-1.2780118242645238,-416.0,-306.0
2021,15202,長岡市,1730.0,304764.0,1532.0,157700.0,4.0,789.0,6.0,9654.0,30.0,3980.0,24.0,6278.0,29.0,14234.0,3.0,622.0,2.0,290.0,9.0,37653.0,16.0,16757.0,4.0,19159.0,3.0,12857.0,3.0,2431.0,15.0,3105.0,18.0,7187.0,32.0,12068.0,0.0,0.0,0.0,0.0,266344.0,108896.0,-2528.0,-0.9402243446695826,-1844.0,-684.0
2021,15204,三条市,591.0,67944.0,527.0,50409.0,1.0,438.0,2.0,497.0,6.0,451.0,4.0,553.0,16.0,6462.0,1.0,143.0,0.0,0.0,3.0,104.0,12.0,1964.0,0.0,0.0,3.0,115.0,0.0,0.0,0.0,0.0,3.0,2948.0,12.0,3840.0,1.0,20.0,0.0,0.0,95811.0,36611.0,-1257.0,-1.2949684757077513,-766.0,-491.0
2021,15205,柏崎市,477.0,81535.0,414.0,33635.0,0.0,0.0,1.0,129.0,3.0,881.0,5.0,846.0,7.0,1175.0,5.0,29217.0,0.0,0.0,1.0,28.0,5.0,1376.0,0.0,0.0,1.0,79.0,4.0,1083.0,9.0,9414.0,3.0,390.0,14.0,1980.0,4.0,1286.0,1.0,16.0,81755.0,34891.0,-1148.0,-1.3847508534069937,-815.0,-333.0
2021,15206,新発田市,644.0,79678.0,546.0,52804.0,0.0,0.0,1.0,123.0,26.0,7509.0,10.0,988.0,6.0,1190.0,2.0,224.0,0.0,0.0,0.0,0.0,22.0,10368.0,1.0,268.0,0.0,0.0,1.0,195.0,3.0,294.0,2.0,542.0,8.0,1814.0,8.0,1403.0,8.0,1956.0,96236.0,37017.0,-796.0,-0.8203479264572513,-715.0,-81.0
2021,15208,小千谷市,171.0,18297.0,145.0,12083.0,0.0,0.0,0.0,0.0,8.0,1193.0,2.0,78.0,7.0,3019.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.0,0.0,0.0,0.0,0.0,34565.0,12621.0,-633.0,-1.7983976362293312,-325.0,-308.0
2021,15209,加茂市,98.0,16740.0,80.0,7152.0,0.0,0.0,0.0,0.0,2.0,85.0,3.0,309.0,6.0,5933.0,0.0,0.0,1.0,109.0,0.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,1.0,1954.0,1.0,859.0,1.0,99.0,1.0,72.0,26137.0,10195.0,-580.0,-2.170902421679081,-305.0,-275.0
2021,15210,十日町市,202.0,23090.0,167.0,16961.0,1.0,327.0,1.0,488.0,6.0,216.0,5.0,1478.0,4.0,532.0,2.0,185.0,0.0,0.0,0.0,0.0,5.0,1232.0,0.0,0.0,0.0,0.0,6.0,354.0,2.0,1149.0,1.0,50.0,1.0,58.0,0.0,0.0,1.0,60.0,51125.0,19693.0,-922.0,-1.771475781505178,-540.0,-382.0
2021,15211,見附市,241.0,32183.0,206.0,18702.0,0.0,0.0,3.0,179.0,2.0,344.0,3.0,110.0,6.0,793.0,0.0,0.0,0.0,0.0,3.0,533.0,8.0,878.0,0.0,0.0,0.0,0.0,3.0,6273.0,1.0,1391.0,6.0,2980.0,0.0,0.0,0.0,0.0,0.0,0.0,39908.0,15139.0,-262.0,-0.6522280308688077,-289.0,27.0
2021,15212,村上市,261.0,33799.0,203.0,19275.0,0.0,0.0,2.0,101.0,15.0,1998.0,7.0,1515.0,9.0,5334.0,1.0,70.0,1.0,55.0,0.0,0.0,3.0,2280.0,0.0,0.0,3.0,123.0,4.0,188.0,1.0,1450.0,5.0,323.0,4.0,366.0,3.0,721.0,0.0,0.0,58238.0,22573.0,-1001.0,-1.6897651884738094,-678.0,-323.0
2021,15213,燕市,585.0,104965.0,507.0,45844.0,0.0,0.0,1.0,95.0,6.0,365.0,3.0,323.0,26.0,22081.0,2.0,1158.0,1.0,33.0,4.0,392.0,11.0,23594.0,2.0,1000.0,1.0,113.0,2.0,414.0,0.0,0.0,5.0,599.0,7.0,1099.0,7.0,7855.0,0.0,0.0,78717.0,30110.0,-553.0,-0.6976157436609057,-472.0,-81.0
2021,15216,糸魚川市,249.0,34109.0,194.0,15553.0,0.0,0.0,1.0,135.0,8.0,1249.0,6.0,570.0,17.0,8531.0,2.0,197.0,0.0,0.0,2.0,1548.0,3.0,1452.0,0.0,0.0,1.0,42.0,3.0,496.0,1.0,75.0,0.0,0.0,11.0,4261.0,0.0,0.0,0.0,0.0,41336.0,17276.0,-828.0,-1.9637605540271323,-523.0,-305.0
2021,15217,妙高市,161.0,18921.0,140.0,12029.0,0.0,0.0,1.0,125.0,11.0,766.0,4.0,511.0,2.0,5021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,1.0,389.0,0.0,0.0,31278.0,12340.0,-760.0,-2.3721830326487297,-394.0,-366.0
2021,15218,五泉市,260.0,30134.0,231.0,20584.0,2.0,292.0,1.0,121.0,5.0,641.0,5.0,324.0,1.0,4561.0,1.0,72.0,0.0,0.0,0.0,0.0,5.0,2285.0,0.0,0.0,0.0,0.0,2.0,83.0,1.0,60.0,1.0,14.0,4.0,1077.0,1.0,20.0,0.0,0.0,48906.0,18993.0,-840.0,-1.688577976118683,-504.0,-336.0
2021,15222,上越市,1360.0,172632.0,1133.0,109074.0,0.0,0.0,11.0,1189.0,41.0,5652.0,20.0,3611.0,46.0,15598.0,7.0,1163.0,1.0,362.0,10.0,14867.0,17.0,9914.0,0.0,0.0,17.0,380.0,11.0,2705.0,1.0,20.0,14.0,4614.0,17.0,2469.0,14.0,1014.0,0.0,0.0,189282.0,76473.0,-1915.0,-1.0015847528988426,-1423.0,-492.0
2021,15223,阿賀野市,286.0,38781.0,236.0,23171.0,0.0,0.0,1.0,21.0,11.0,2085.0,5.0,1120.0,14.0,7450.0,1.0,291.0,0.0,0.0,3.0,1931.0,3.0,236.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,66.0,0.0,0.0,5.0,289.0,1.0,1558.0,3.0,550.0,41372.0,14585.0,-529.0,-1.2624997016777642,-371.0,-158.0
2021,15224,佐渡市,142.0,15707.0,113.0,10315.0,1.0,485.0,0.0,0.0,6.0,440.0,2.0,143.0,2.0,154.0,0.0,0.0,1.0,532.0,1.0,53.0,1.0,1123.0,0.0,0.0,0.0,0.0,2.0,181.0,3.0,959.0,1.0,124.0,6.0,803.0,2.0,105.0,1.0,290.0,53055.0,23549.0,-1102.0,-2.034824676403789,-874.0,-228.0
2021,15225,魚沼市,140.0,30322.0,107.0,10922.0,1.0,147.0,1.0,54.0,9.0,569.0,5.0,287.0,5.0,13397.0,0.0,0.0,0.0,0.0,3.0,2967.0,2.0,128.0,0.0,0.0,0.0,0.0,2.0,210.0,0.0,0.0,3.0,1455.0,2.0,186.0,0.0,0.0,0.0,0.0,35164.0,13258.0,-568.0,-1.5896115526698755,-283.0,-285.0
2021,15226,南魚沼市,281.0,36644.0,217.0,21313.0,2.0,1135.0,0.0,0.0,29.0,5019.0,6.0,564.0,1.0,393.0,1.0,85.0,0.0,0.0,1.0,669.0,8.0,5850.0,0.0,0.0,0.0,0.0,5.0,388.0,1.0,108.0,1.0,15.0,5.0,778.0,4.0,327.0,0.0,0.0,55354.0,20047.0,-842.0,-1.4983272830806462,-434.0,-408.0
2021,15227,胎内市,170.0,23505.0,135.0,12210.0,0.0,0.0,0.0,0.0,16.0,5104.0,6.0,703.0,9.0,5292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,196.0,0.0,0.0,0.0,0.0,28495.0,10821.0,-446.0,-1.541066307314882,-299.0,-147.0
2021,15307,聖籠町,138.0,18819.0,119.0,12604.0,0.0,0.0,1.0,112.0,5.0,386.0,1.0,171.0,3.0,1685.0,2.0,371.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3368.0,0.0,0.0,2.0,96.0,0.0,0.0,0.0,0.0,14173.0,4849.0,-163.0,-1.1369977678571428,-28.0,-135.0
2021,15342,弥彦村,39.0,4367.0,31.0,2606.0,0.0,0.0,0.0,0.0,3.0,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,2.0,380.0,1.0,39.0,1.0,126.0,7912.0,2749.0,-88.0,-1.1,-56.0,-32.0
2021,15361,田上町,49.0,15086.0,40.0,3840.0,0.0,0.0,0.0,0.0,2.0,265.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10812.0,1.0,79.0,0.0,0.0,11393.0,4214.0,-173.0,-1.4957634445789385,-109.0,-64.0
2021,15385,阿賀町,18.0,2229.0,14.0,1206.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,1.0,837.0,0.0,0.0,10365.0,4486.0,-355.0,-3.311567164179104,-220.0,-135.0
2021,15405,出雲崎町,13.0,1120.0,12.0,1091.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4267.0,1709.0,-63.0,-1.4549653579676671,-70.0,7.0
2021,15461,湯沢町,26.0,6077.0,15.0,1609.0,2.0,639.0,0.0,0.0,2.0,2812.0,1.0,200.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,1.0,171.0,2.0,70.0,8040.0,3888.0,-231.0,-2.7928908233587237,-67.0,-164.0
2021,15482,津南町,35.0,5556.0,18.0,1823.0,0.0,0.0,0.0,0.0,10.0,826.0,0.0,0.0,2.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.0,3468.0,-189.0,-2.0048796011456456,-156.0,-33.0
2021,15504,刈羽村,38.0,3860.0,33.0,2681.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,373.0,1.0,238.0,0.0,0.0,1.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,1.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,4447.0,1568.0,-81.0,-1.78886925795053,-25.0,-56.0
2021,15581,関川村,17.0,2273.0,15.0,1654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,440.0,1.0,179.0,0.0,0.0,5322.0,1881.0,-149.0,-2.723450923048803,-84.0,-65.0
2021,15586,粟島浦村,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,170.0,4.0,1.1764705882352942,-4.0,8.0
2021,16201,富山市,3235.0,458170.0,2869.0,276911.0,6.0,923.0,32.0,3393.0,11.0,1104.0,24.0,9801.0,53.0,56477.0,8.0,1952.0,11.0,6720.0,11.0,5575.0,39.0,39789.0,1.0,101.0,12.0,819.0,14.0,2450.0,20.0,4674.0,27.0,12961.0,24.0,2655.0,16.0,821.0,57.0,31044.0,414102.0,181636.0,-1663.0,-0.39998556877082,-1876.0,213.0
2021,16202,高岡市,1145.0,181258.0,1020.0,93428.0,0.0,0.0,11.0,9525.0,4.0,1076.0,10.0,2783.0,27.0,23802.0,2.0,307.0,1.0,3612.0,1.0,288.0,18.0,15206.0,3.0,79.0,1.0,68.0,3.0,779.0,4.0,7952.0,8.0,4723.0,12.0,3955.0,4.0,1643.0,16.0,12032.0,168956.0,69338.0,-1537.0,-0.9015032875250012,-1141.0,-396.0
2021,16204,魚津市,264.0,28788.0,238.0,21552.0,0.0,0.0,0.0,0.0,3.0,306.0,4.0,597.0,5.0,1004.0,1.0,136.0,0.0,0.0,1.0,125.0,3.0,2368.0,0.0,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,0.0,0.0,6.0,2521.0,41224.0,17066.0,-448.0,-1.0750623920138225,-307.0,-141.0
2021,16205,氷見市,222.0,20329.0,197.0,16583.0,0.0,0.0,0.0,0.0,2.0,1834.0,1.0,47.0,8.0,583.0,0.0,0.0,1.0,31.0,0.0,0.0,2.0,243.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,2.0,293.0,1.0,35.0,1.0,22.0,6.0,609.0,45867.0,17562.0,-865.0,-1.8509800564923395,-514.0,-351.0
2021,16206,滑川市,370.0,56354.0,346.0,27010.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,8.0,7332.0,0.0,0.0,0.0,0.0,2.0,11756.0,2.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,98.0,2.0,1511.0,0.0,0.0,7.0,6892.0,33102.0,12575.0,-182.0,-0.5468092777310419,-167.0,-15.0
