year,city_code,city_name,全建築物計_建築物の数_（棟）,全建築物計_床面積の合計_（㎡）,Ａ_居住専用住宅_建築物の数_（棟）,Ａ_居住専用住宅_床面積の合計_（㎡）,Ｂ_居住専用準住宅_建築物の数_（棟）,Ｂ_居住専用準住宅_床面積の合計_（㎡）,Ｃ_居住産業併用建築物_建築物の数_（棟）,Ｃ_居住産業併用建築物_床面積の合計_（㎡）,Ｄ_農林水産業用建築物_建築物の数_（棟）,Ｄ_農林水産業用建築物_床面積の合計_（㎡）,E_鉱業，採石業，砂利採取業，建設業用建築物_建築物の数_（棟）,E_鉱業，採石業，砂利採取業，建設業用建築物_床面積の合計_（㎡）,Ｆ_製造業用建築物_建築物の数_（棟）,Ｆ_製造業用建築物_床面積の合計_（㎡）,G_電気・ガス・熱供給_・水道業用建築物_建築物の数_（棟）,G_電気・ガス・熱供給_・水道業用建築物_床面積の合計_（㎡）,Ｈ_情報通信業用建築物_建築物の数_（棟）,Ｈ_情報通信業用建築物_床面積の合計_（㎡）,Ｉ_運輸業用建築物_建築物の数_（棟）,Ｉ_運輸業用建築物_床面積の合計_（㎡）,J_卸売業，小売業用建築物_建築物の数_（棟）,J_卸売業，小売業用建築物_床面積の合計_（㎡）,Ｋ_金融業，保険業用建築物_建築物の数_（棟）,Ｋ_金融業，保険業用建築物_床面積の合計_（㎡）,Ｌ_不動産業用建築物_建築物の数_（棟）,Ｌ_不動産業用建築物_床面積の合計_（㎡）,Ｍ_宿泊業，飲食サービス業用建築物_建築物の数_（棟）,Ｍ_宿泊業，飲食サービス業用建築物_床面積の合計_（㎡）,Ｎ_教育，学習支援業用建築物_建築物の数_（棟）,Ｎ_教育，学習支援業用建築物_床面積の合計_（㎡）,Ｏ_医療，福祉用建築物_建築物の数_（棟）,Ｏ_医療，福祉用建築物_床面積の合計_（㎡）,Ｐ_その他のサービス業用建築物_建築物の数_（棟）,Ｐ_その他のサービス業用建築物_床面積の合計_（㎡）,Ｑ_公務用建築物_建築物の数_（棟）,Ｑ_公務用建築物_床面積の合計_（㎡）,Ｒ_他に分類されない建築物_建築物の数_（棟）,Ｒ_他に分類されない建築物_床面積の合計_（㎡）,pop_population,pop_households,pop_change,pop_growth_rate,pop_natural_change,pop_social_change
2023,03303,岩手町,34.0,3723.0,27.0,2508.0,0.0,0.0,0.0,0.0,5.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,12133.0,5374.0,-292.0,-2.3501006036217307,-225.0,-67.0
2023,03321,紫波町,198.0,38310.0,169.0,17846.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,403.0,4.0,3079.0,0.0,0.0,0.0,0.0,3.0,12463.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,405.0,2.0,141.0,4.0,2132.0,3.0,742.0,1.0,210.0,6.0,889.0,33049.0,12814.0,-139.0,-0.418826081716283,-257.0,118.0
2023,03322,矢巾町,121.0,26040.0,95.0,9181.0,0.0,0.0,2.0,227.0,4.0,231.0,1.0,332.0,4.0,9629.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3543.0,2.0,265.0,1.0,40.0,0.0,0.0,8.0,535.0,26570.0,10985.0,-370.0,-1.3734224201930216,-169.0,-201.0
2023,03366,西和賀町,10.0,1100.0,5.0,565.0,1.0,166.0,0.0,0.0,1.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,130.0,0.0,0.0,1.0,73.0,5022.0,2225.0,-197.0,-3.774669476911285,-154.0,-43.0
2023,03381,金ヶ崎町,136.0,33797.0,100.0,12927.0,0.0,0.0,0.0,0.0,4.0,564.0,8.0,623.0,16.0,18247.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1198.0,15239.0,6268.0,-180.0,-1.1673908813801157,-146.0,-34.0
2023,03402,平泉町,13.0,936.0,9.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,141.0,7010.0,2605.0,-222.0,-3.069690265486725,-135.0,-87.0
2023,03441,住田町,19.0,2365.0,12.0,1037.0,0.0,0.0,1.0,299.0,2.0,477.0,2.0,320.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906.0,2073.0,-144.0,-2.851485148514852,-94.0,-50.0
2023,03461,大槌町,27.0,4733.0,20.0,2127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,543.0,0.0,0.0,0.0,0.0,1.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,966.0,2.0,148.0,10928.0,5279.0,-230.0,-2.061301308478222,-158.0,-72.0
2023,03482,山田町,41.0,13519.0,30.0,2881.0,1.0,84.0,0.0,0.0,1.0,50.0,3.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,111.0,3.0,9925.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,352.0,14486.0,6475.0,-322.0,-2.174500270124257,-199.0,-123.0
2023,03483,岩泉町,21.0,2902.0,14.0,1562.0,0.0,0.0,2.0,224.0,1.0,40.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1049.0,8310.0,4204.0,-281.0,-3.270864858572925,-204.0,-77.0
2023,03484,田野畑村,7.0,558.0,5.0,459.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3061.0,1359.0,-56.0,-1.7965992941931346,-65.0,9.0
2023,03485,普代村,3.0,2840.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2722.0,1.0,12.0,2441.0,1102.0,-42.0,-1.6915022150624244,-42.0,0.0
2023,03501,軽米町,25.0,2424.0,11.0,1331.0,0.0,0.0,0.0,0.0,12.0,985.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,8312.0,3687.0,-243.0,-2.8404441846873176,-184.0,-59.0
2023,03503,野田村,17.0,2486.0,12.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027.0,1661.0,-78.0,-1.900121802679659,-57.0,-21.0
2023,03506,九戸村,13.0,2577.0,5.0,789.0,2.0,447.0,0.0,0.0,2.0,1000.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,2.0,166.0,5365.0,2183.0,-103.0,-1.8836869056327727,-78.0,-25.0
2023,03507,洋野町,57.0,9449.0,43.0,4495.0,0.0,0.0,0.0,0.0,13.0,4924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,15421.0,6787.0,-296.0,-1.883311064452504,-236.0,-60.0
2023,03524,一戸町,48.0,12627.0,17.0,1749.0,0.0,0.0,0.0,0.0,25.0,9558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,963.0,0.0,0.0,0.0,0.0,4.0,332.0,11233.0,5482.0,-327.0,-2.828719723183391,-214.0,-113.0
2023,04101,青葉区,1192.0,319041.0,1053.0,232879.0,4.0,7214.0,10.0,5975.0,0.0,0.0,4.0,489.0,0.0,0.0,1.0,105.0,1.0,51.0,8.0,2255.0,10.0,5955.0,0.0,0.0,1.0,84.0,14.0,2659.0,24.0,27354.0,13.0,12535.0,45.0,21167.0,4.0,319.0,0.0,0.0,295255.0,158396.0,2428.0,0.8291585133884511,-1358.0,3786.0
2023,04102,宮城野区,680.0,247602.0,542.0,84555.0,0.0,0.0,12.0,8375.0,2.0,172.0,16.0,3337.0,18.0,9125.0,3.0,745.0,0.0,0.0,15.0,104911.0,9.0,10988.0,0.0,0.0,1.0,118.0,7.0,2843.0,4.0,3677.0,6.0,1606.0,35.0,13828.0,8.0,3290.0,2.0,32.0,189431.0,97546.0,-797.0,-0.4189709191075971,-243.0,-554.0
2023,04103,若林区,623.0,141310.0,514.0,91108.0,4.0,2331.0,15.0,13430.0,1.0,300.0,4.0,828.0,3.0,2324.0,5.0,702.0,0.0,0.0,2.0,1351.0,22.0,15835.0,0.0,0.0,7.0,1884.0,14.0,853.0,1.0,73.0,6.0,4614.0,22.0,4953.0,2.0,475.0,1.0,249.0,137911.0,70335.0,629.0,0.4581809705569558,-273.0,902.0
2023,04104,太白区,1140.0,177294.0,1041.0,138365.0,6.0,1670.0,7.0,1543.0,1.0,241.0,7.0,1118.0,2.0,2192.0,0.0,0.0,2.0,465.0,0.0,0.0,5.0,518.0,1.0,437.0,19.0,1309.0,2.0,1097.0,10.0,16665.0,14.0,7900.0,22.0,3757.0,0.0,0.0,1.0,17.0,234493.0,113058.0,851.0,0.3642324582052884,-869.0,1720.0
2023,04105,泉区,906.0,181121.0,827.0,104774.0,2.0,775.0,6.0,7493.0,1.0,361.0,3.0,615.0,3.0,802.0,2.0,1570.0,0.0,0.0,2.0,38100.0,7.0,1989.0,1.0,11.0,1.0,2994.0,5.0,725.0,8.0,6017.0,8.0,11457.0,28.0,2760.0,2.0,678.0,0.0,0.0,210396.0,98249.0,-990.0,-0.4683375436405438,-964.0,-26.0
2023,04202,石巻市,517.0,78923.0,418.0,53290.0,4.0,698.0,5.0,5880.0,6.0,2028.0,10.0,775.0,6.0,1351.0,4.0,559.0,0.0,0.0,0.0,0.0,11.0,4270.0,0.0,0.0,0.0,0.0,6.0,802.0,4.0,1490.0,4.0,2573.0,32.0,4541.0,6.0,634.0,1.0,32.0,136822.0,62209.0,-1864.0,-1.3440433785674113,-1424.0,-440.0
2023,04203,塩竈市,250.0,35140.0,222.0,25902.0,2.0,199.0,0.0,0.0,1.0,623.0,2.0,54.0,5.0,857.0,2.0,676.0,0.0,0.0,0.0,0.0,5.0,5198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221.0,2.0,1014.0,5.0,273.0,3.0,123.0,0.0,0.0,52474.0,24003.0,-521.0,-0.983111614303236,-538.0,17.0
2023,04205,気仙沼市,159.0,21609.0,107.0,11461.0,1.0,145.0,3.0,875.0,5.0,592.0,2.0,194.0,6.0,1893.0,1.0,138.0,0.0,0.0,4.0,619.0,10.0,2944.0,0.0,0.0,0.0,0.0,4.0,752.0,0.0,0.0,3.0,780.0,8.0,476.0,5.0,740.0,0.0,0.0,58926.0,26212.0,-1225.0,-2.0365413708832767,-843.0,-382.0
2023,04206,白石市,112.0,15185.0,86.0,10459.0,0.0,0.0,0.0,0.0,2.0,223.0,1.0,20.0,2.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,883.0,1.0,295.0,0.0,0.0,5.0,1768.0,1.0,167.0,0.0,0.0,9.0,685.0,3.0,67.0,0.0,0.0,31968.0,14174.0,-558.0,-1.715550636413946,-467.0,-91.0
2023,04207,名取市,477.0,111848.0,318.0,40604.0,0.0,0.0,0.0,0.0,1.0,45.0,8.0,829.0,8.0,3415.0,2.0,409.0,0.0,0.0,1.0,45081.0,10.0,4345.0,0.0,0.0,4.0,849.0,4.0,441.0,2.0,810.0,6.0,2883.0,109.0,11761.0,4.0,376.0,0.0,0.0,79630.0,32883.0,126.0,0.1584825920708392,-240.0,366.0
2023,04208,角田市,122.0,18957.0,94.0,12027.0,1.0,259.0,3.0,725.0,5.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1175.0,0.0,0.0,0.0,0.0,1.0,272.0,0.0,0.0,4.0,1571.0,11.0,1513.0,0.0,0.0,1.0,40.0,27262.0,11434.0,-508.0,-1.8293122074180768,-429.0,-79.0
2023,04209,多賀城市,311.0,41765.0,293.0,33116.0,0.0,0.0,1.0,123.0,0.0,0.0,2.0,73.0,3.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1552.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2794.0,1.0,277.0,6.0,3064.0,0.0,0.0,0.0,0.0,62204.0,28063.0,68.0,0.1094373632032959,-158.0,226.0
2023,04211,岩沼市,204.0,32032.0,175.0,21344.0,1.0,596.0,0.0,0.0,2.0,106.0,1.0,113.0,4.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3479.0,10.0,911.0,3.0,4742.0,0.0,0.0,43656.0,18670.0,-222.0,-0.5059483112265828,-165.0,-57.0
2023,04212,登米市,259.0,46746.0,190.0,23863.0,0.0,0.0,1.0,83.0,12.0,5784.0,4.0,517.0,6.0,1533.0,0.0,0.0,2.0,156.0,0.0,0.0,9.0,4037.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7766.0,11.0,1517.0,7.0,1318.0,2.0,172.0,0.0,0.0,74795.0,27237.0,-1325.0,-1.7406726221755122,-950.0,-375.0
2023,04213,栗原市,235.0,34365.0,184.0,22852.0,2.0,199.0,1.0,60.0,7.0,2882.0,2.0,153.0,5.0,759.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1091.0,6.0,1410.0,23.0,4702.0,1.0,21.0,0.0,0.0,63299.0,24914.0,-1322.0,-2.045774593398431,-1124.0,-198.0
2023,04214,東松島市,161.0,31419.0,136.0,16198.0,0.0,0.0,2.0,274.0,2.0,185.0,1.0,51.0,3.0,6634.0,0.0,0.0,0.0,0.0,3.0,3309.0,4.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2582.0,5.0,831.0,4.0,1156.0,0.0,0.0,0.0,0.0,38919.0,16541.0,-385.0,-0.9795440667616528,-305.0,-80.0
2023,04215,大崎市,610.0,108008.0,511.0,64506.0,4.0,1180.0,1.0,224.0,7.0,925.0,8.0,1181.0,15.0,29852.0,20.0,2106.0,0.0,0.0,1.0,82.0,4.0,1805.0,0.0,0.0,0.0,0.0,4.0,440.0,2.0,206.0,4.0,3221.0,26.0,2186.0,1.0,41.0,2.0,53.0,125444.0,52757.0,-1392.0,-1.0974802106657415,-1166.0,-226.0
2023,04216,富谷市,367.0,122793.0,347.0,39817.0,0.0,0.0,1.0,197.0,1.0,107.0,0.0,0.0,2.0,7934.0,0.0,0.0,0.0,0.0,3.0,66197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1985.0,8.0,6142.0,3.0,414.0,0.0,0.0,52399.0,20191.0,-95.0,-0.1809730635882196,-81.0,-14.0
2023,04301,蔵王町,67.0,7259.0,52.0,4842.0,0.0,0.0,0.0,0.0,1.0,169.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,740.0,0.0,0.0,0.0,0.0,2.0,248.0,2.0,992.0,0.0,0.0,3.0,215.0,0.0,0.0,0.0,0.0,11264.0,4550.0,-226.0,-1.9669277632724107,-192.0,-34.0
2023,04302,七ヶ宿町,11.0,1547.0,5.0,533.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,2.0,687.0,0.0,0.0,2.0,257.0,0.0,0.0,1258.0,619.0,-27.0,-2.1011673151750974,-28.0,1.0
2023,04321,大河原町,129.0,20408.0,113.0,17496.0,1.0,497.0,3.0,460.0,0.0,0.0,0.0,0.0,1.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,6.0,611.0,0.0,0.0,0.0,0.0,23578.0,10297.0,-82.0,-0.3465765004226542,-213.0,131.0
2023,04322,村田町,43.0,6728.0,25.0,2821.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,4.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,524.0,11.0,1364.0,0.0,0.0,0.0,0.0,10241.0,4085.0,-163.0,-1.5667051134179162,-118.0,-45.0
2023,04323,柴田町,251.0,39719.0,223.0,28900.0,0.0,0.0,2.0,181.0,0.0,0.0,0.0,0.0,5.0,4440.0,2.0,109.0,0.0,0.0,0.0,0.0,2.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,499.0,3.0,1134.0,11.0,3674.0,1.0,12.0,0.0,0.0,36972.0,16244.0,-295.0,-0.7915850484342716,-284.0,-11.0
2023,04324,川崎町,30.0,2756.0,23.0,2210.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,0.0,0.0,4.0,341.0,0.0,0.0,0.0,0.0,8286.0,3397.0,-144.0,-1.708185053380783,-102.0,-42.0
2023,04341,丸森町,37.0,4718.0,30.0,3829.0,0.0,0.0,0.0,0.0,4.0,463.0,0.0,0.0,1.0,189.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,12192.0,4923.0,-342.0,-2.7285782671134515,-239.0,-103.0
2023,04361,亘理町,174.0,39131.0,140.0,16331.0,0.0,0.0,1.0,159.0,4.0,259.0,2.0,5163.0,18.0,16416.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,7.0,733.0,0.0,0.0,0.0,0.0,33270.0,13187.0,-149.0,-0.4458541548221071,-285.0,136.0
2023,04362,山元町,63.0,12650.0,54.0,7244.0,1.0,183.0,1.0,237.0,0.0,0.0,0.0,0.0,4.0,4842.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0.0,0.0,0.0,0.0,11726.0,4814.0,-219.0,-1.8334030975303477,-194.0,-25.0
2023,04401,松島町,46.0,5494.0,39.0,4338.0,0.0,0.0,1.0,100.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,1.0,753.0,3.0,178.0,0.0,0.0,0.0,0.0,13321.0,5720.0,-181.0,-1.340542141904903,-187.0,6.0
2023,04404,七ヶ浜町,78.0,9998.0,70.0,7775.0,0.0,0.0,1.0,126.0,0.0,0.0,1.0,110.0,3.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,241.0,2.0,126.0,0.0,0.0,0.0,0.0,18014.0,6835.0,-233.0,-1.2769222337918562,-141.0,-92.0
2023,04406,利府町,203.0,43559.0,172.0,20538.0,0.0,0.0,4.0,632.0,1.0,70.0,1.0,298.0,1.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6506.0,0.0,0.0,0.0,0.0,1.0,5540.0,3.0,1203.0,3.0,1431.0,9.0,6419.0,0.0,0.0,1.0,43.0,35960.0,14035.0,-114.0,-0.316017076010423,-43.0,-71.0
2023,04421,大和町,186.0,91920.0,150.0,21198.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,15.0,56518.0,0.0,0.0,0.0,0.0,1.0,974.0,0.0,0.0,0.0,0.0,1.0,63.0,1.0,98.0,3.0,9120.0,6.0,2580.0,6.0,1226.0,2.0,34.0,0.0,0.0,28179.0,12297.0,49.0,0.1741912548880199,-126.0,175.0
2023,04422,大郷町,54.0,10107.0,39.0,4419.0,0.0,0.0,0.0,0.0,3.0,586.0,3.0,1416.0,5.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1354.0,1.0,136.0,0.0,0.0,7728.0,2892.0,-103.0,-1.315285404162942,-105.0,2.0
2023,04424,大衡村,56.0,16360.0,41.0,4291.0,0.0,0.0,0.0,0.0,3.0,579.0,2.0,419.0,10.0,11071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5650.0,2098.0,-120.0,-2.079722703639515,-71.0,-49.0
2023,04444,色麻町,24.0,4626.0,19.0,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1953.0,2.0,537.0,1.0,185.0,0.0,0.0,6401.0,2083.0,-122.0,-1.870305074352292,-83.0,-39.0
2023,04445,加美町,99.0,10832.0,82.0,7928.0,0.0,0.0,2.0,73.0,1.0,71.0,4.0,229.0,2.0,1310.0,2.0,379.0,0.0,0.0,0.0,0.0,1.0,126.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,172.0,1.0,391.0,2.0,129.0,0.0,0.0,0.0,0.0,21774.0,8246.0,-341.0,-1.5419398598236491,-303.0,-38.0
2023,04501,涌谷町,39.0,4494.0,36.0,4192.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,14930.0,5985.0,-252.0,-1.6598603609537612,-180.0,-72.0
2023,04505,美里町,117.0,24608.0,82.0,9262.0,1.0,40.0,1.0,381.0,1.0,162.0,2.0,223.0,5.0,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10158.0,1.0,256.0,15.0,818.0,1.0,114.0,0.0,0.0,23483.0,9299.0,-362.0,-1.518137974418117,-331.0,-31.0
2023,04581,女川町,29.0,4933.0,16.0,2494.0,3.0,90.0,0.0,0.0,0.0,0.0,2.0,153.0,0.0,0.0,2.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1306.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,612.0,0.0,0.0,5982.0,3019.0,-116.0,-1.902263037061332,-87.0,-29.0
2023,04606,南三陸町,44.0,3958.0,23.0,2709.0,2.0,27.0,0.0,0.0,1.0,91.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,280.0,0.0,0.0,0.0,0.0,10.0,638.0,2.0,106.0,0.0,0.0,11979.0,4452.0,-239.0,-1.9561302995580288,-154.0,-85.0
2023,05201,秋田市,1337.0,295807.0,1149.0,122749.0,11.0,1845.0,8.0,872.0,4.0,1057.0,20.0,74139.0,21.0,20585.0,2.0,1198.0,1.0,15.0,3.0,455.0,26.0,6257.0,1.0,49.0,3.0,428.0,6.0,9991.0,24.0,34928.0,18.0,9948.0,32.0,7296.0,7.0,2027.0,1.0,1968.0,300470.0,146859.0,-2652.0,-0.8748952566953241,-2658.0,6.0
2023,05202,能代市,183.0,33117.0,132.0,16252.0,1.0,225.0,1.0,140.0,3.0,486.0,5.0,511.0,1.0,405.0,2.0,487.0,1.0,129.0,0.0,0.0,2.0,1557.0,0.0,0.0,0.0,0.0,22.0,2530.0,0.0,0.0,3.0,1512.0,9.0,8362.0,1.0,521.0,0.0,0.0,49353.0,24130.0,-1044.0,-2.0715518780879814,-908.0,-136.0
2023,05203,横手市,378.0,89025.0,308.0,30174.0,0.0,0.0,4.0,4890.0,14.0,3372.0,3.0,419.0,15.0,27146.0,3.0,1457.0,0.0,0.0,1.0,32.0,3.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1390.0,9.0,571.0,9.0,19225.0,2.0,217.0,84294.0,34037.0,-1618.0,-1.883322469503678,-1230.0,-388.0
2023,05204,大館市,341.0,39469.0,291.0,27637.0,1.0,85.0,2.0,124.0,3.0,522.0,1.0,275.0,11.0,5457.0,1.0,1204.0,0.0,0.0,0.0,0.0,11.0,1358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,571.0,4.0,775.0,14.0,1461.0,0.0,0.0,68083.0,31508.0,-1210.0,-1.746208130691412,-1058.0,-152.0
2023,05206,男鹿市,46.0,6810.0,36.0,3313.0,0.0,0.0,0.0,0.0,4.0,433.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,1.0,2596.0,1.0,339.0,1.0,15.0,0.0,0.0,24784.0,12523.0,-747.0,-2.9258548431318787,-564.0,-183.0
2023,05207,湯沢市,142.0,24024.0,108.0,9106.0,0.0,0.0,3.0,433.0,5.0,392.0,4.0,1004.0,2.0,1080.0,2.0,346.0,0.0,0.0,0.0,0.0,3.0,252.0,0.0,0.0,0.0,0.0,2.0,161.0,3.0,10505.0,3.0,325.0,5.0,368.0,2.0,52.0,0.0,0.0,41479.0,17656.0,-971.0,-2.2873969375736163,-698.0,-273.0
2023,05209,鹿角市,98.0,10786.0,82.0,8413.0,0.0,0.0,1.0,161.0,2.0,302.0,4.0,441.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.0,0.0,0.0,3.0,240.0,0.0,0.0,0.0,0.0,28473.0,12611.0,-696.0,-2.3860948266995785,-505.0,-191.0
